title,date_or_period,author_or_creator,description_or_abstract,url_to_original_object,manuscript_id_or_shelfmark,material,dimensions,trove_category,trove_record_type,trove_id,trove_url
"DEPORTED ARMENIANS. A HORRIBLE TALE. (United Service, Ltd.)",1916-09-13,,"NEW YORK, Tuesday.—The Presbyterian Mission Board's report gives details of the sufferings of deported Armenians in North Arabia and Syria. Everywhere may be found",https://nla.gov.au/nla.news-article92969847?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,92969847,https://nla.gov.au/nla.news-article92969847?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
Murdering a Nation. Turkey's Armenian Campaign. MILLIONS MASSACRED.,1916-12-09,,"In these bewil[?]ing days, when one appalling tragedy succeeds another in increasing rapidity, the constant effort to adjust one's sense of",https://nla.gov.au/nla.news-article123511654?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,123511654,https://nla.gov.au/nla.news-article123511654?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
THE ARMENIAN MASSACRES. BUTCHERING A NATION. ROADS LITTERED WITH CORPSES,1915-09-29,,"Particulars of the awful cruelties to the Armenians are related by an eyewitness in the ""Daily Chronicle"" (says a cable from London on Monday). He",https://nla.gov.au/nla.news-article235456409?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,235456409,https://nla.gov.au/nla.news-article235456409?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
WAR HEWS THE ARMENIAN' ATROCITIES. TcRRIBLE STORIES OF SUFFERING.,1917-01-08,,"""The Times"" or January 1. prints the dm reports from reliable Mohammedan sources of the atrocities committed by the Turks in Armenia",https://nla.gov.au/nla.news-article62255520?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,62255520,https://nla.gov.au/nla.news-article62255520?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN MASSACRES STORIES OF ATROCITIES TOLD BY EYE-WITNESSES,1917-01-06,,"""The Times"" prints the first reports from reliable Mohammedan sources of the Armenian atrocities. They are given by two Mussulmans,",https://nla.gov.au/nla.news-article121146520?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,121146520,https://nla.gov.au/nla.news-article121146520?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN ATROCITIES. HORRIBLE SCENES. GERMANS APATHETIC. LONDON, Monday morning.",1917-01-02,,"The ""Times"" prints the first reports from reliable Mahometan sources of the Armenian atrocities. The information is given by two Mus[?] eye-witnesses, whose",https://nla.gov.au/nla.news-article122674966?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,122674966,https://nla.gov.au/nla.news-article122674966?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
MURDERING A NATION TURKEY'S ARMENIAN CAMPAIGN. MILLIONS MASSACRED.,1916-12-30,,"In these bewildering days, when one appalling tragedy succeeds another in increasing rapidity, the constant effort to adjust one's sense of",https://nla.gov.au/nla.news-article92525101?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,92525101,https://nla.gov.au/nla.news-article92525101?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN ATROCITIES. THE MASS ACHE OF A NATION. LONDON, February 25.",1917-03-03,,"The Secretary of State for Foreign Affairs, Mr. Balfour, in a letter to the American Committee of the Armenian Relief Fund, says that it is doubtful if the",https://nla.gov.au/nla.news-article69413039?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,69413039,https://nla.gov.au/nla.news-article69413039?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN ATROCITIES. HORRIBLE SCENES. GERMANS APATHETIC. LONDON, Monday morning.",1917-01-06,,"The ""Times"" Prints the first reports from reliable Mahometan sources of the Armenian atrocities. The information is given by two Mussulman eye-witnesses, whose",https://nla.gov.au/nla.news-article128044269?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,128044269,https://nla.gov.au/nla.news-article128044269?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN ATROCITIES A TALE OF HORROR. Paris, Feb. 16.",1917-02-19,,"The ""Journal"" publishes, to-day the American committee's report on the Armenian atrocities. Sixty thousand victims to exhaustion and",https://nla.gov.au/nla.news-article92531054?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,92531054,https://nla.gov.au/nla.news-article92531054?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
MURDERING A NATION. Turkey's Armenian Campaign. Millions Massacred.,1916-12-20,,"In these bewildering days, when one, appalling tragedy succeeds another in increasing rapidity, the constant effort to adjust one's sense of",https://nla.gov.au/nla.news-article40400860?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,40400860,https://nla.gov.au/nla.news-article40400860?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
KALGOORLIE RIOTS FOREIGNER DEPORTED. ARRESTED BY DETECTIVE SUSPECTED BOLSHEVIST AGENT,1919-08-15,,"PERTH, Thursday — A foreigner, who was deported from Kalgoorlie on Wednesday under essort of two returned soldiers was met of the",https://nla.gov.au/nla.news-article153237288?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,153237288,https://nla.gov.au/nla.news-article153237288?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
MURDERING A NATION TURKEY'S ARMENIAN WAR MILLIONS MASSACRED.,1916-12-06,,"In these bewildering days, when one appalling tragedy succeeds another in increasing rapidity, the constant effort to adjust one's sense of proportion is often",https://nla.gov.au/nla.news-article124849269?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,124849269,https://nla.gov.au/nla.news-article124849269?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
TURKISH BARBARITIES PLANNING ARMENIAN MASSACRES. Evidence of Appalling Savagery.,1922-06-01,,"London, Monday.—The ""Daily Telegraph"" publishes authenticated official telegrams sent by the late Talaat Pasha, Grand Vizier of Constantinople, to the",https://nla.gov.au/nla.news-article80814283?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,80814283,https://nla.gov.au/nla.news-article80814283?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN MASSACRES. EYE-WITNESSES' TALES OF TURKISH SAVAGERY. THE GOVERNMENT'S GUILT.,1917-03-24,,"From time to time the world has been furnished witch brief accounts of the appalling crimes perpetrated last year in Asiatic Turkey, when hundreds of",https://nla.gov.au/nla.news-article50917449?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,50917449,https://nla.gov.au/nla.news-article50917449?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN ATROCITIES TURKS' RELENTLESS CRUELTY. WHOLESALE MASSACRES. London, Wednesday.",1915-09-23,,"Viscount Bryce, in a letter appealing to America to assist in stopping the Armenian atrocities, he narrates the relentless cruelty practised",https://nla.gov.au/nla.news-article73459805?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,73459805,https://nla.gov.au/nla.news-article73459805?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"Armenian Massacres. TURKISH BRUTALITY. DOCUMENTARY EVIDENCE. LONDON, May 28.",1922-05-30,,"The ""Daily Telegraph"" publishes authenticated official telegrams sent by the late Talant Pasha, Grand Vizier at Constantinople, to the Turkish",https://nla.gov.au/nla.news-article80520630?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,80520630,https://nla.gov.au/nla.news-article80520630?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
Armenian Massacres HORRIBLE WORK OF THE TURKS. ROADS LITTERED WITH CORPSES,1915-09-28,,"LONDON, Sunday— Particulars of the awful cruelties to the Armenians are related by an eye-witness In the ""Daily Chronicle.""He says that history does not",https://nla.gov.au/nla.news-article72093466?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,72093466,https://nla.gov.au/nla.news-article72093466?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
THE WAR DAY BY DAY. ARMENIAN ATROCITIES. Women Driven Like Cattle.,1915-11-26,,"""The crimes now being perpetrated upon the Armenian people surpass in their horror and cruelly anything that history has recorded during the past 1,000 years.",https://nla.gov.au/nla.news-article1581859?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,1581859,https://nla.gov.au/nla.news-article1581859?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN ATROCITIES AMERICAN REPORT. New York, Sept. 11.",1916-09-12,,The New York Presbyterian mission in northern Arabia describes the awful sufferings of the Armenians at Meskene. They saw women,https://nla.gov.au/nla.news-article92168273?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,92168273,https://nla.gov.au/nla.news-article92168273?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN ATROCITIES. AMERICAN COMMITTEE'S REPORT. PARIS, February 16.",1917-02-19,,"""Le Journal"" publishes the American Committee's report on the Armenian atrocities Sixty thousand victims of exhaustion and ill-treatment were",https://nla.gov.au/nla.news-article151485860?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,151485860,https://nla.gov.au/nla.news-article151485860?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"BRITAIN'S THREAT TO TURKEY. Only Increases Armenian Massacres. LONDON, Wednesday.",1915-07-30,,Lord Crewe states that he informed Turkey that all those participating and instigating the Armenia massacres will be held personally responsible.,https://nla.gov.au/nla.news-article107448000?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,107448000,https://nla.gov.au/nla.news-article107448000?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"BRITAIN'S THREAT TO TURKEY. Only Increases Armenian Massacres. LONDON, Wednesday.",1915-07-30,,Lord Crewe states that he miormed Turkey that all those participating and instigating the Armenia [?]assa[?]res will be held personally responsible.,https://nla.gov.au/nla.news-article107498346?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,107498346,https://nla.gov.au/nla.news-article107498346?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN MASSACRES APPALLING EVIDENCE EXTERMINATION THE OBJECT. YOUNG TURKS' POLICY.,1921-06-06,,"LONDON, Saturday.—The correspondent of the ""Daily Telegraph"" at Berlin states that there was appalling evidence given to-day at the trial of",https://nla.gov.au/nla.news-article66649842?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,66649842,https://nla.gov.au/nla.news-article66649842?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"THE ARMENIAN ATROCITIES. RESPONSIBLE TURKS REACH MALTA UNDER ARREST. PARIS, Saturday.",1919-06-16,,A message from Malta states that 66 Turkish Pashas and Beys have arrived under strong military escort. They include most of the ministers of the Turkish,https://nla.gov.au/nla.news-article151030593?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,151030593,https://nla.gov.au/nla.news-article151030593?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"EXTERMINATION WIPING OUT THE ARMENIANS. 1,200,000 MASSACRED AND DEPORTED. LONDON, Monday.",1917-02-27,,"Mr. A. J. Balfour, the First Lord of the Admiralty, in a letter to the American Committee of Armenian Relief, says it is doubtful if the true horrors",https://nla.gov.au/nla.news-article111563641?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,111563641,https://nla.gov.au/nla.news-article111563641?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN ATROCITIES CHRISTIAN RACE ANNIHILATED. HUNS INDIFFERENT TO THEIR FATE.,1915-09-24,,"PARIS, Thursday, 2 a.m.—The Press Bureau states that the French official communique confirms the news that the Turks, taking advantage of",https://nla.gov.au/nla.news-article64625218?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,64625218,https://nla.gov.au/nla.news-article64625218?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN ATROCITIES CRUELTIES UNDER ISLAM. MOTHERS PURCHASED FOR HAREMS. CHILDREN SENT A HUNGERING.,1915-09-28,,"LONDON, Sunday, 6.40 p.m. — An awful story is_ related of cruelty to Armenians, this being related by an eye-witness, who describes such to the",https://nla.gov.au/nla.news-article64615034?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,64615034,https://nla.gov.au/nla.news-article64615034?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
WAR ITEMS. THE ARMENIAN MASSACRES. THE MURDER OF A NATION.,1916-01-07,,"When Professor Eucken. of Jena, was in the United States just before the war, in a letter written from Boston to a distinguished Armenian, he",https://nla.gov.au/nla.news-article151073384?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,151073384,https://nla.gov.au/nla.news-article151073384?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
DEPORTED ARMENIANS AWFUL STORY OF PRIVATIONS. CORPSES DEVOURED. (United Service.),1916-09-13,,The Presbyterian Mission Board's report gives details of sufferings of the deported Armenians in Northern Armenia and Syria. There is everywhere,https://nla.gov.au/nla.news-article74683126?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,74683126,https://nla.gov.au/nla.news-article74683126?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"TURKEY. THE ARMENIAN MASSACRE. THE OFFICIAL INSTRUCTIONS. LONDON, May 28.",1922-05-30,,"The ""Daily Telegraph"" has published illustrated official telegrams sent by the late Talent Pasha, Grand Vizier, at Constantinoole to the Tur[?]sh Prefecture, at",https://nla.gov.au/nla.news-article54019253?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,54019253,https://nla.gov.au/nla.news-article54019253?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN MASSACRES. AWFUL ATROCITIES DETAILS BY EYE-WITNESSES. LONDON, Monday.",1917-01-04,,"""The Times"" prints the [?] ports from reliable Mohammedan sources regarding the Armenian atrocities. These reports are given by two eye-witnesses",https://nla.gov.au/nla.news-article154416624?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,154416624,https://nla.gov.au/nla.news-article154416624?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"TURKISH HORRORS. THE ARMENIAN MASSACRE. POLICY OF EXTERMINATION. BERLIN, June 5.",1921-06-07,,"Appalling evidence was given at the trial of Teilirian, who was acquitted of murdering Talaat Pasha. Professor Lepsius said the Young",https://nla.gov.au/nla.news-article40129024?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,40129024,https://nla.gov.au/nla.news-article40129024?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"TURKISH HORRORS. THE ARMENIAN MASSACRE. POLICY OF EXTERMINATION. BERLIN, June 5.",1921-06-08,,"Appalling evidence was given at the trial of Teilirian, who was acquitted of murdering Talaat Pasha. Professor Lepsius said the Young",https://nla.gov.au/nla.news-article147991035?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,147991035,https://nla.gov.au/nla.news-article147991035?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"OPPRESSED BY TURKEY ARMENIANS DEPORTED BITTER PERSECUTION LONDON, Monday Morning.",1915-09-13,,"News has been received that 800,000 Armenians are being deported from Caesarea, Trebizond, Erzerum, and other cities in Asia Minor to the interior of Turkey. Hardly a",https://nla.gov.au/nla.news-article221915489?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,221915489,https://nla.gov.au/nla.news-article221915489?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN ATROCITIES. REAL HORRORS WILL NEWER BE REALISED. LONDON, Feb. 25.",1917-02-26,,"Mr. Arthur BaLfo[?]r, in a letter to the American Committee for Armenian Relief, says it is doubtful if the true horror and sufferings of the Armenians",https://nla.gov.au/nla.news-article204862218?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,204862218,https://nla.gov.au/nla.news-article204862218?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"GERMAN AID TO MURDER. THE ARMENIAN MASSACRES. BUKAREST, Jan 27.",1916-05-19,,"The acquiesence, if not the appropation, accorded by the German Press to the Armenian massacres seems to present a counterpart to the attitude",https://nla.gov.au/nla.news-article185343703?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,185343703,https://nla.gov.au/nla.news-article185343703?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN MASSACRES 60,000 Dead at One Spot. PARIS, February 18.",1917-02-24,,Le Journal publishes the American committee's report on the Armenian atrocities. Sixty thousand victims of exhaustion and ill treatment were buried at Meskenc,https://nla.gov.au/nla.news-article164183331?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,164183331,https://nla.gov.au/nla.news-article164183331?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN MASSACRES. 60,000 Dead at One Spot PARES, February 16.",1917-02-19,,Le Journal publishes the American committee's report on the Armenian strocities. Sixty thousand victims of exhaustion and ill treatment were buried at Maskene.,https://nla.gov.au/nla.news-article59892430?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,59892430,https://nla.gov.au/nla.news-article59892430?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN MASSACRES 60,000 Dead at One Spot. PARIS, February 16.",1917-02-17,,"Le Journal publishes the American committee's report on the Armenian atrocities. Sixty thousand victims of exhaustion and ill treatment were buried at Meskene,",https://nla.gov.au/nla.news-article204690102?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,204690102,https://nla.gov.au/nla.news-article204690102?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"EXTERMINATING ARMENIA. INCREDIBLE STORY OF MASSACRES, MEN AND CHILDREN KILLED. WOMEN DEPORTED.",1915-10-01,,"An awful story of cruelty is related by ""Eye Witness"" to the ""Daily Chronicle."" He says--""History has never recorded such scenes, Hesides",https://nla.gov.au/nla.news-article235199276?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,235199276,https://nla.gov.au/nla.news-article235199276?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN ATROCITIES. AWFUL STORIES NARRATED. WOMEN THROWN INTO RIVER. ROADS LINED WITH CORPSES.,1915-09-28,,"Awful stories of crueLty to the Armenians in Turkey have been related by eye-witnesses. The ""Daily Chronicle,"" in publishing the",https://nla.gov.au/nla.news-article154488170?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,154488170,https://nla.gov.au/nla.news-article154488170?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"STORY OF HORROR ARMENIAN MASSACRES. LORD BRYCE'S APPEAL. LONDON, September 21.",1915-09-23,,"Viscount Bryce, formerly British Ambassador to the United States, in the letter in which he appeals to America to assist in stopping the Armenian atrocities,",https://nla.gov.au/nla.news-article210110295?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,210110295,https://nla.gov.au/nla.news-article210110295?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"The Register ADELAIDE: WEDNESDAY, MARCH 6, 1918. MORE ARMENIAN ATROCITIES.",1918-03-06,,"A cable message says that, according to authentic information from Asia Minor, the entire male Armenian population of Sassoon, a town in",https://nla.gov.au/nla.news-article60349181?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,60349181,https://nla.gov.au/nla.news-article60349181?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"MASSACRE OF ARMENIANS. AWFUL TALES OF CRUELTY THOUSANDS KILLED AND DEPORTED. LONDON, September 26.",1915-09-28,,"Awful stories of cruelty to Armenians have been related by eye-witnesses. The ""Daily Chronicle"" says history does not record such seenes. Besides many",https://nla.gov.au/nla.news-article10430547?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,10430547,https://nla.gov.au/nla.news-article10430547?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN OUTRAGES. EXTERMINATING THE RACE. AWFUL CRUELTIES PERPETRATED. WASHINGTON, September 23.",1915-10-02,,In response to many appeals the Government has instructed Mr. Morgan than to investigate the reported massacres of Armenians by the Turks.,https://nla.gov.au/nla.news-article69401031?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,69401031,https://nla.gov.au/nla.news-article69401031?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
THE ARMENIAN MASSACRES. EYE-WITNESSES DESCRIBE THE HORROR---SANCTIONED BY BERLIN,1917-01-02,,"The London ""Times"" to-day prints reports regarding the Armenian atrocities, given by two Mussulmen eyewitnesses, whose former official",https://nla.gov.au/nla.news-article130674232?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,130674232,https://nla.gov.au/nla.news-article130674232?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"The Register ADELAIDE: TUESDAY, MAY 20, 1919. GERMANY AND THE ARMENIAN MASSACRES.",1919-05-20,,The character and extent of Germany's culpability in relation to the massacre of Armenians are impressively indicated in the memoirs of Mr.,https://nla.gov.au/nla.news-article62192916?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,62192916,https://nla.gov.au/nla.news-article62192916?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN MASSACRES. AWFUL ATROCITIES. Details by Eyewitnesses. (""The Times."") LONDON, 31st December.",1917-01-02,,"""The Times"" prints the first of the reports from reliable Mohammedan sources regarding the Armenian atrocities. Those reports are given by two eye-witnesses,",https://nla.gov.au/nla.news-article90712248?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,90712248,https://nla.gov.au/nla.news-article90712248?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN MASSACRES ABETTED BY GERMANY. LONDON, September 22, 6.25 p.m.",1915-09-23,,"The Press Bureau has issued the following statement:—""A French official communication confirms the report that the Turks have taken advantage of their opportunity",https://nla.gov.au/nla.news-article210110280?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,210110280,https://nla.gov.au/nla.news-article210110280?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
Armenian Atrocities. EVIDENCE OF EYE-WITNESS. AN AMERICAN'S STORY OF MASSACRE.,1919-12-13,,"Mr. L. Levonian, professor of Turkish literature in one of the American colleges in Armenia, who arrived in England after five years spent in Turkey, gave a",https://nla.gov.au/nla.news-article176838462?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,176838462,https://nla.gov.au/nla.news-article176838462?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
Armenian Atrocities. EVIDENCE OP EYE-WITNESS. AN AMERICAN'S STORY OF MASSACRE.,1919-12-26,,"Mr. L. Levonian, professor of Turkish literature in one of the American colleges in Armenia, who arrived in England alter five years spent in Turkey, gave a",https://nla.gov.au/nla.news-article192746487?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,192746487,https://nla.gov.au/nla.news-article192746487?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
Armenian Atrocities. EVIDENCE OF EYE-WITNESS. AN AMERICAN'S STORY OF MASSACRE.,1919-12-13,,"Mr. L. Levonian, professor of Turkish literature in one of the American colleges in Armenia, who arrived in England alter five years spent in Turkey, gave a",https://nla.gov.au/nla.news-article176838690?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,176838690,https://nla.gov.au/nla.news-article176838690?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN MASSACRES. OFFICIAL DOCUMENTS. CULPABILITY OF PORTE PROVED OFFICIAL INSTRUCTIONS FOR OUTRAGES.,1922-05-30,,"LONDON, Sunday—The ""Daily Telegraph"" publishes authenticated official telegrams sent by the late Talant Pasha, Grand Vizier at",https://nla.gov.au/nla.news-article177257825?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,177257825,https://nla.gov.au/nla.news-article177257825?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
