title,date_or_period,author_or_creator,description_or_abstract,url_to_original_object,manuscript_id_or_shelfmark,material,dimensions,trove_category,trove_record_type,trove_id,trove_url
ARMENIAN ATROCITIES APPEAL TO AMERICA. TO ASK GERMANY TO INTERVENE,1915-09-23,,"LONDON, Tuesday, 11.25 p.m.—Viscount Bryce, formerly American Ambassador to the United States, is appealing to America to assist in",https://nla.gov.au/nla.news-article64606533?searchTerm=%22Armenian+Genocide%22,,,,newspaper,article,64606533,https://nla.gov.au/nla.news-article64606533?searchTerm=%22Armenian+Genocide%22
ARMENIAN MASSACRE.,1918-03-12,,"A Petrograd message states that the Turks have massacred the remaining population of Trebizon, in Asia Minor Many were incinerated. A number of",https://nla.gov.au/nla.news-article115779752?searchTerm=%22Armenian+Genocide%22,,,,newspaper,article,115779752,https://nla.gov.au/nla.news-article115779752?searchTerm=%22Armenian+Genocide%22
MASSACRES IN ARMENIA. AMSTERDAM. May 23.,1915-05-29,,"The Turkish Government, maddened at the prospect of the triumph of the Allies in the Dardanelles, blame the Armehians for the disastrous war into which they",https://nla.gov.au/nla.news-article89145865?searchTerm=%22Armenian+Genocide%22,,,,newspaper,article,89145865,https://nla.gov.au/nla.news-article89145865?searchTerm=%22Armenian+Genocide%22
"ARMENIAN HORRORS. INHABITANTS OF TEN VILLAGES MASSACRED. LONDON, Tuesday.",1915-04-28,,It is reported that the inhabitants of ten villages in Armenia have been massacred.,https://nla.gov.au/nla.news-article141936643?searchTerm=%22Armenian+Genocide%22,,,,newspaper,article,141936643,https://nla.gov.au/nla.news-article141936643?searchTerm=%22Armenian+Genocide%22
WAR ITEMS. TRIBUTES TO THE CANADIANS. LONDON AFLAME WITH ENTHUSIASM. GREECE READY FOR ACTION. SEMI-REVOLUTION IN AUSTRIA. MASSACRES OF ARMENIAN CHRISTIANS. FATE OF SINGAPORE MUTINEERS.,1915-04-28,,"The following war items have been transmitted by the Independent Cable Service:— London, Monday.",https://nla.gov.au/nla.news-article45324077?searchTerm=%22Armenian+Genocide%22,,,,newspaper,article,45324077,https://nla.gov.au/nla.news-article45324077?searchTerm=%22Armenian+Genocide%22
"Armenian Massacres. PARIS, May 23.",1915-05-29,,"The Porte, maddened by the prospect of the triumph of the Allies, blames the Armenians for the present disastrous war, and hence the massacres in Armenia",https://nla.gov.au/nla.news-article22297460?searchTerm=%22Armenian+Genocide%22,,,,newspaper,article,22297460,https://nla.gov.au/nla.news-article22297460?searchTerm=%22Armenian+Genocide%22
TURKISH CAMPAIGN. MASSACRES OF ARMENIANS. LONDON. May 23.,1915-05-29,,"The Government Press Burean states that the British, French, and Russian governments announce that for months past the Kurds and Turkish troops have",https://nla.gov.au/nla.news-article69392120?searchTerm=%22Armenian+Genocide%22,,,,newspaper,article,69392120,https://nla.gov.au/nla.news-article69392120?searchTerm=%22Armenian+Genocide%22
THE ARMENIANS. BUTCHERED BY FURKS. LORD BRYCE'S INQUIRIES.,1915-11-29,,"Lord Bryce, in a letter to the newspapers, says the latest evidence of atrocities in northern and eastern Anatolia confirms with dreadful certainty the [?]rrihle story.",https://nla.gov.au/nla.news-article15627641?searchTerm=%22Armenian+Genocide%22,,,,newspaper,article,15627641,https://nla.gov.au/nla.news-article15627641?searchTerm=%22Armenian+Genocide%22
ALSO DEPORTED YOUNG ARMENIAN,1923-07-17,,"Joseph Arteen (21), an Armen[?]n, was also deported with the envoys. He was sent to gaol recently for obtaining money by false pretences, and cen[?]e was",https://nla.gov.au/nla.news-article218212531?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,218212531,https://nla.gov.au/nla.news-article218212531?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN ATROCITIES. EXTENT OF MASSACRES AND DEPORTATIONS. LONDON, February 25.",1917-02-27,,"The Rt. Hon. A. J. Balfour (Secretary of State for Foreign Affairs), in a letter to the American Committee for Armenian Relief, says it is",https://nla.gov.au/nla.news-article1065558?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,1065558,https://nla.gov.au/nla.news-article1065558?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
DEPORTED ARMENIANS.,1915-09-17,,"News has been received that 800,000 Armenian are being deported from Caesarea, Trebizond, Erzerum, and other cities in Asia Minor to the",https://nla.gov.au/nla.news-article228567046?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,228567046,https://nla.gov.au/nla.news-article228567046?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ANOTHER DEPORTATION. SYDNEY, Monday.",1923-07-17,,"Besides the two Irish envoys there, was another man deported on the Mongoiki. His name is Joseph Arteen, aged 21, described as an Armenian.",https://nla.gov.au/nla.news-article143199801?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,143199801,https://nla.gov.au/nla.news-article143199801?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN ATROCITIES. 1,200,000 MASSACRED OR DEPORTED. LONDON, Sunday.",1917-02-27,,"Mr. A. J. Balfour (Secretary of State for Foreign Affaire), in a letter to the American Committee for Aremenian relief, says it is doubtful if the true horroe of",https://nla.gov.au/nla.news-article20151866?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,20151866,https://nla.gov.au/nla.news-article20151866?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN MASSACRES.,1915-07-30,,"Viscount Bryce, in the House, of Lords on Wednesday, asked for confirmation [?]rmation of his information as to the extensive massacring of",https://nla.gov.au/nla.news-article241680735?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,241680735,https://nla.gov.au/nla.news-article241680735?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"Armenian, Massacres.",1917-01-05,,"The ""Times"" prints the first reports from a reliable Mohammedan source of the Armenian atrocities given by two Mussulmen who were",https://nla.gov.au/nla.news-article121274370?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,121274370,https://nla.gov.au/nla.news-article121274370?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN ATROCITIES.,1918-02-10,,"Further revolting details of the massacre of Armenians by Turkish peasants are given by the Rev. G. E. White, president of Anatolia College,",https://nla.gov.au/nla.news-article45442251?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,45442251,https://nla.gov.au/nla.news-article45442251?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
Armenian Atrocities.,1918-03-19,,"Further revolting details of the mas sue re of Armenians by Turkish peasants are given by the Rev. G. E. Whiee, president of Anatolia College,",https://nla.gov.au/nla.news-article191936805?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,191936805,https://nla.gov.au/nla.news-article191936805?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN ATROCITIES.,1919-04-19,,"A large part of ""Secrets of the Bosphorus"" (London: Hutchinson; Melbourne: Melville and Mullen)—the book by Mr. Henry Morgenthau, United States",https://nla.gov.au/nla.news-article140222034?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,140222034,https://nla.gov.au/nla.news-article140222034?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
Armenian Atrocities.,1918-03-26,,"Further revolting details of the massacres of Armenians by Turkish peasants are given by the Rev. G. E. White, president of Anatolia College,",https://nla.gov.au/nla.news-article166907674?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,166907674,https://nla.gov.au/nla.news-article166907674?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN SLAUGHTERS.,1915-09-23,,"Viscount Bryce, in a letter appealing to America to assist in stopping Armenian atrocities, narrates relentless cruelty practised by",https://nla.gov.au/nla.news-article220892719?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,220892719,https://nla.gov.au/nla.news-article220892719?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN ATROCITIES.,1915-10-08,,"On 28th July, in the British House of Lords, the Earl of Crewe, Lord President of the Council, replying to a question by Viscount Byree concerning the killing of",https://nla.gov.au/nla.news-article154903459?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,154903459,https://nla.gov.au/nla.news-article154903459?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN ATROCITIES,1919-05-01,,"A Targe part of ""Secrets of the Bosphorus,"" the book by Mr. Henry Morgenthan, United States Ambassador at Constantinople, 1913-16, of",https://nla.gov.au/nla.news-article81845502?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,81845502,https://nla.gov.au/nla.news-article81845502?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
Armenian Atrocities.,1915-09-30,,"In his letter appealing to America to assist in stopping the Armenian atrocities, Viscount Bryce states that the Turks with relentless",https://nla.gov.au/nla.news-article129529975?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,129529975,https://nla.gov.au/nla.news-article129529975?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
Armenian Atrocities.,1918-03-16,,"Some further revolting details of the massacres of Armenians by Turkish peasants are given by the Rev. G. E. White, president of",https://nla.gov.au/nla.news-article106031309?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,106031309,https://nla.gov.au/nla.news-article106031309?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN MASSACRES.,1915-09-25,,"Lord Dayes, in a letter appealing to American to assist in stopping the atrosities on the Armenians, narrator details of the [?] cruelty of the",https://nla.gov.au/nla.news-article127650745?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,127650745,https://nla.gov.au/nla.news-article127650745?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
AN ARMENIAN SENT HOME.,1923-07-17,,"Joseph Arteen, twenty-one years, an Armenian, was also deported with the envoys. He was sent to gaol recently for obtaining money by false pretences, and sentence was",https://nla.gov.au/nla.news-article203635950?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,203635950,https://nla.gov.au/nla.news-article203635950?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN [?] A MILLION MASSACRED.,1916-03-17,,Nearly a million Armenians in Turkey key have perished in the massacres and wholesale deportations of Christians instigated by the Ottoman Government,https://nla.gov.au/nla.news-article266434178?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,266434178,https://nla.gov.au/nla.news-article266434178?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
THE ARMENIAN MASSACRES.,1918-04-26,,"In its review of a book by Dr H. Stuermer, a Badaner, and not a Prussian the ""Daily Telegraph"" gives some particulars of the terrible Armenian",https://nla.gov.au/nla.news-article158219231?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,158219231,https://nla.gov.au/nla.news-article158219231?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
THE ARMENIAN MASSACRES.,1918-04-26,,"In its review of a book by Dr H. Stuermer, a Badaner, and not a Prussian the ""Daily Telegraph"" gives some particulars of the terrible Armenian",https://nla.gov.au/nla.news-article159457610?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,159457610,https://nla.gov.au/nla.news-article159457610?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
THE ARMENIAN MASSACRES.,1916-01-01,,The human imagination is fortunately unable seriously to entertain the full horror of the picture of what has been going on in Asia Minor and Armenia.,https://nla.gov.au/nla.news-article109948489?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,109948489,https://nla.gov.au/nla.news-article109948489?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN HORRORS. A MILLION MASSACRED.,1916-03-17,,nearly a minion Armenians in Turkey have perished in the massacres and wholesale deportations of Christians instigated by the Ottoman Government,https://nla.gov.au/nla.news-article123536008?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,123536008,https://nla.gov.au/nla.news-article123536008?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN HORRORS. A. MILLION MASSACRED.,1916-03-17,,Nearly a million Armenians in Turkey have perished in the massacres and Wholesale deportations of Christians instigated by the Ottoman Government,https://nla.gov.au/nla.news-article100327669?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,100327669,https://nla.gov.au/nla.news-article100327669?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN HORRORS. A MILLION MASSACRED.,1916-03-24,,Nearly a million Armenians in Turkey have perished in the massacres and wholesale deportations of Christians instigated by the Ottoman Government,https://nla.gov.au/nla.news-article288030154?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,288030154,https://nla.gov.au/nla.news-article288030154?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN HORRORS. A MILLION MASSACRED.,1916-03-18,,Nearly a million Armenians in Turkey have perished in the massacres and wholesale deportations of Christians instigated by the Ottoman Government,https://nla.gov.au/nla.news-article193574601?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,193574601,https://nla.gov.au/nla.news-article193574601?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
THE ARMENIAN MASSACRES.,1917-01-03,,"The ""London Times"" prints reports regarding the Armenian atrocities, given by two Mussulmen eye-witnesses, chose former official standing is",https://nla.gov.au/nla.news-article74518793?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,74518793,https://nla.gov.au/nla.news-article74518793?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN HORRORS. A MILLION MASSACRED.,1916-03-18,,Nearly a million Armenians in Turkey have perished in the massacres and wholesale deportations of Christians instigated by the Ottoman Government,https://nla.gov.au/nla.news-article107840387?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,107840387,https://nla.gov.au/nla.news-article107840387?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN HORRORS. A MILLION MASSACRED.,1916-03-18,,Nearly a million Armenians in Turkey have perished in the massacres and wholesale deportations of Christians instigated by the Ottoman Government,https://nla.gov.au/nla.news-article99697423?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,99697423,https://nla.gov.au/nla.news-article99697423?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN HORRORS. A MILLION MASSACRED.,1916-03-22,,Nearly a million Armenians in Turkey have perished in the massacres and wholesale deportations of Christians instigated by the Ottoman Government,https://nla.gov.au/nla.news-article214221939?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,214221939,https://nla.gov.au/nla.news-article214221939?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN HORRORS. A MILLION MASSACRED.,1916-03-17,,Nearly a million Armenians in Turkey have perished in the massacres and wholesale deportations of Christians instigated by the Ottoman Government,https://nla.gov.au/nla.news-article136017158?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,136017158,https://nla.gov.au/nla.news-article136017158?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
THE ARMENIAN TROUBLES.,1915-12-10,,"Reports now coming to hand prove that atrocities perpetrated by the [?]urks on the unfortunate Armenians show no signs of abating, and are, if possible, even",https://nla.gov.au/nla.news-article121092217?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,121092217,https://nla.gov.au/nla.news-article121092217?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN HORRORS. A MILLION MASSACRED.,1916-03-17,,Nearly a million Armenians in Turkey have perished in the massacres and wholesale deportations of Christians instigated by the Ottoman Government,https://nla.gov.au/nla.news-article156928620?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,156928620,https://nla.gov.au/nla.news-article156928620?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN HORRORS. A MILLION MASSACRED.,1916-03-24,,Nearly a million Armenians in Turkey have perished in the massacres and wholesale deportations of Christians instigated by the Ottoman Government,https://nla.gov.au/nla.news-article134445101?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,134445101,https://nla.gov.au/nla.news-article134445101?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN HORRORS. A MILLION MASSACRED.,1916-03-16,,Neatly a million Armenians in Turkey have perished in the massacres and wholesale deportations of Christians instigated by the Ottoman Government,https://nla.gov.au/nla.news-article173589729?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,173589729,https://nla.gov.au/nla.news-article173589729?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"GHASTLY ARMENIAN ATROCITIES. Terrible Sufferings of the Deported. (Reuter's Telegram.) NEW YORK, Tuesday.",1916-09-13,,The Presbyterian Mission Board report details of the sufferings of the deported Armenians in North Arabia and Syria.,https://nla.gov.au/nla.news-article107368520?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,107368520,https://nla.gov.au/nla.news-article107368520?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
THE ARMENIAN HORRORS.,1915-09-28,,"Turkish cruelty, from which the unfortunate Armenians have so often suffered, is surpassing its own dreadful records in the appalling massacres now reported from",https://nla.gov.au/nla.news-article5482061?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,5482061,https://nla.gov.au/nla.news-article5482061?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
Massacre of Armenian Christians:,1917-02-24,,"FROM time to time the world has been furnished with brief accounts of the appalling crimes perpetrated in 1915 in Asiatic Turkey, when hundreds of thousands",https://nla.gov.au/nla.news-article130585470?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,130585470,https://nla.gov.au/nla.news-article130585470?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN HORRORS. NEW YORK, Tuesday.",1916-09-13,,"The Presbyterian Mission Board report details suffering of the deported Armenians in North Arabia and Syria. Everywhere there was nakedness, hunger death and misery for",https://nla.gov.au/nla.news-article195316249?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,195316249,https://nla.gov.au/nla.news-article195316249?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
MARCH OF DEATH. TURKISH BARBARITIES. DEPORTATION HORRORS.,1922-10-28,,A graphic pen-picture of the tragic conditions prevailing in Anatolia during the mass deportations of the Greeks by the Turks is contained in a,https://nla.gov.au/nla.news-article188886891?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,188886891,https://nla.gov.au/nla.news-article188886891?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
Terrible Plight of the Armenian Girls.,1916-01-25,,Nearly a million Armenians in Turkey have perished in the massacres and wholesale deportations of Christians instigated by the Ottoman Government in Asia,https://nla.gov.au/nla.news-article209553205?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,209553205,https://nla.gov.au/nla.news-article209553205?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
PROHIBITED IMMIGRANT. DEPORTED BY COMMONWEALTH.,1923-07-21,,"The P. and O. steamer Mongolia. which left Sydney for London cm Monday, carried, besides the Irisa envoys, another deportee. He was",https://nla.gov.au/nla.news-article136710252?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,136710252,https://nla.gov.au/nla.news-article136710252?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
KALGOORLIE SQUABBLE FOREIGNER FORCIBLY DEPORTED.,1919-08-15,,"As the result of the squabble in Kalgooriie between returned soldiers and Italians, a foreigner was forcibly deported from Kalgoorlie last night in charge",https://nla.gov.au/nla.news-article106473257?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,106473257,https://nla.gov.au/nla.news-article106473257?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN ATROCITIES. PARIS, Saturday.",1917-02-19,,"""Le Journal"" publishes the American committee's report on the Armenian atrocities. Sixty thousand victims of exhaustion and Ill-treatment were buried",https://nla.gov.au/nla.news-article133753844?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,133753844,https://nla.gov.au/nla.news-article133753844?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
MASSACRE OF ARMENIAN CHRISTIANS.,1917-02-22,,From time to time the world has been furnished with brief accounts of the appalling crimes perpetrated in 1915 in Asiatic Turkey. when hundreds of thousands of Armenians,https://nla.gov.au/nla.news-article239223489?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,239223489,https://nla.gov.au/nla.news-article239223489?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN ATROCITIES London, Sept. 26.",1915-09-28,,"Awful stories of Turkish cruelty to the Armenians are related by eyewitnesses. The ""Daily Chronicle"" says that history records no such",https://nla.gov.au/nla.news-article87381690?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,87381690,https://nla.gov.au/nla.news-article87381690?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN ATROCITIES GHASTLY STORIES.,1915-12-18,,"On July 28, in the House of Lords, the Earl of Crewe, Lord President of the Council, replying to a question by Viscount Bryce, concerning the killing",https://nla.gov.au/nla.news-article111258029?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,111258029,https://nla.gov.au/nla.news-article111258029?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN MASSACRES. SHOCKING PARTICULARS.,1915-12-08,,"Further details of the terrible massacres in Armenia that have been organised by the Turkish Government have been published in a London paper, which",https://nla.gov.au/nla.news-article137968948?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,137968948,https://nla.gov.au/nla.news-article137968948?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
ARMENIAN MASSACRES. HORRORS NOT REALISED.,1917-02-27,,"LONDON, Monday.--Mr. Balfour, Secretary of State for Foreign Affairs, in a letter to the American Committee of Armenian Belief, says:--",https://nla.gov.au/nla.news-article239223517?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,239223517,https://nla.gov.au/nla.news-article239223517?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
STORY OF ARMENIAN MASSACRE.,1921-06-15,,"The correspondent of the ""Daily Telegraph"" at Berlin, says that appalling evidence was given at the trial of Salomon Teilirian, the young",https://nla.gov.au/nla.news-article98068060?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,98068060,https://nla.gov.au/nla.news-article98068060?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"ARMENIAN MASSACRES. LONDON, Feb. 24.",1917-02-27,,"Mr. Balfour (Secretary of State for Foreign Affairs), in a letter to the American Committee for Armenian [?]elief, says it is doubtful if the true horror of the",https://nla.gov.au/nla.news-article15710948?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,15710948,https://nla.gov.au/nla.news-article15710948?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"THE ""DEPORTATION"" AFFAIR PETROFF FINED. Perth, Aug. 15.",1919-08-19,,"In the Police Court to-day. Simon Petroff, who was deported from Kalgoorlie on Wednesday, was charged with that at Kellerberrin,",https://nla.gov.au/nla.news-article34210547?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,34210547,https://nla.gov.au/nla.news-article34210547?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
"THE ""DEPORTATION"" AFFAIR PETROFF FINED. Perth, Aug. 15.",1919-08-16,,"In the Police Court to-day, Simon Petroff, who was deported from Kalgoorlie on Wednesday, was charged with that at Kellerberrin,",https://nla.gov.au/nla.news-article93788669?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29,,,,newspaper,article,93788669,https://nla.gov.au/nla.news-article93788669?searchTerm=armenian+AND+%28deportation+OR+deportations+OR+deported+OR+%22death+march%22%29
